country,iso_code,year,resource,metric,value,unit,source,region
Colombia,COL,1985,Oil,Production,110.734,EJ,OWID,
Colombia,COL,1986,Oil,Production,186.689,EJ,OWID,
Colombia,COL,1987,Oil,Production,236.799,EJ,OWID,
Colombia,COL,1988,Oil,Production,232.534,EJ,OWID,
Colombia,COL,1989,Oil,Production,248.437,EJ,OWID,
Colombia,COL,1990,Oil,Production,271.833,EJ,OWID,
Colombia,COL,1991,Oil,Production,262.584,EJ,OWID,
Colombia,COL,1992,Oil,Production,270.616,EJ,OWID,
Colombia,COL,1993,Oil,Production,279.489,EJ,OWID,
Colombia,COL,1994,Oil,Production,280.526,EJ,OWID,
Colombia,COL,1995,Oil,Production,360.711,EJ,OWID,
Colombia,COL,1996,Oil,Production,387.984,EJ,OWID,
Colombia,COL,1997,Oil,Production,405.163,EJ,OWID,
Colombia,COL,1998,Oil,Production,469.955,EJ,OWID,
Colombia,COL,1999,Oil,Production,508.299,EJ,OWID,
Colombia,COL,2000,Oil,Production,421.973,EJ,OWID,
Colombia,COL,2001,Oil,Production,369.978,EJ,OWID,
Colombia,COL,2002,Oil,Production,354.052,EJ,OWID,
Colombia,COL,2003,Oil,Production,331.388,EJ,OWID,
Colombia,COL,2004,Oil,Production,324.489,EJ,OWID,
Colombia,COL,2005,Oil,Production,322.299,EJ,OWID,
Colombia,COL,2006,Oil,Production,323.063,EJ,OWID,
Colombia,COL,2007,Oil,Production,325.32,EJ,OWID,
Colombia,COL,2008,Oil,Production,360.954,EJ,OWID,
Colombia,COL,2009,Oil,Production,410.776,EJ,OWID,
Colombia,COL,2010,Oil,Production,481.379,EJ,OWID,
Colombia,COL,2011,Oil,Production,560.643,EJ,OWID,
Colombia,COL,2012,Oil,Production,579.902,EJ,OWID,
Colombia,COL,2013,Oil,Production,618.594,EJ,OWID,
Colombia,COL,2014,Oil,Production,606.654,EJ,OWID,
Colombia,COL,2015,Oil,Production,615.961,EJ,OWID,
Colombia,COL,2016,Oil,Production,544.141,EJ,OWID,
Colombia,COL,2017,Oil,Production,523.14,EJ,OWID,
Colombia,COL,2018,Oil,Production,530.148,EJ,OWID,
Colombia,COL,2019,Oil,Production,542.612,EJ,OWID,
Colombia,COL,2020,Oil,Production,479.761,EJ,OWID,
Colombia,COL,2021,Oil,Production,451.053,EJ,OWID,
Colombia,COL,2022,Oil,Production,462.057,EJ,OWID,
Colombia,COL,2023,Oil,Production,477.317,EJ,OWID,
Colombia,COL,2024,Oil,Production,474.579,EJ,OWID,
Comoros,COM,1980,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1981,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1982,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1983,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1984,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1985,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1986,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1987,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1988,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1989,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1990,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1991,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1992,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1993,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1994,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1995,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1996,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1997,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1998,Oil,Production,0.0,EJ,OWID,
Comoros,COM,1999,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2000,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2001,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2002,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2003,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2004,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2005,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2006,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2007,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2008,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2009,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2010,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2011,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2012,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2013,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2014,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2015,Oil,Production,0.0,EJ,OWID,
Comoros,COM,2016,Oil,Production,0.0,EJ,OWID,
Congo,COG,1900,Oil,Production,0.0,EJ,OWID,
Congo,COG,1901,Oil,Production,0.0,EJ,OWID,
Congo,COG,1902,Oil,Production,0.0,EJ,OWID,
Congo,COG,1903,Oil,Production,0.0,EJ,OWID,
Congo,COG,1904,Oil,Production,0.0,EJ,OWID,
Congo,COG,1905,Oil,Production,0.0,EJ,OWID,
Congo,COG,1906,Oil,Production,0.0,EJ,OWID,
Congo,COG,1907,Oil,Production,0.0,EJ,OWID,
Congo,COG,1908,Oil,Production,0.0,EJ,OWID,
Congo,COG,1909,Oil,Production,0.0,EJ,OWID,
Congo,COG,1910,Oil,Production,0.0,EJ,OWID,
Congo,COG,1911,Oil,Production,0.0,EJ,OWID,
Congo,COG,1912,Oil,Production,0.0,EJ,OWID,
Congo,COG,1913,Oil,Production,0.0,EJ,OWID,
Congo,COG,1914,Oil,Production,0.0,EJ,OWID,
Congo,COG,1915,Oil,Production,0.0,EJ,OWID,
Congo,COG,1916,Oil,Production,0.0,EJ,OWID,
Congo,COG,1917,Oil,Production,0.0,EJ,OWID,
Congo,COG,1918,Oil,Production,0.0,EJ,OWID,
Congo,COG,1919,Oil,Production,0.0,EJ,OWID,
Congo,COG,1920,Oil,Production,0.0,EJ,OWID,
Congo,COG,1921,Oil,Production,0.0,EJ,OWID,
Congo,COG,1922,Oil,Production,0.0,EJ,OWID,
Congo,COG,1923,Oil,Production,0.0,EJ,OWID,
Congo,COG,1924,Oil,Production,0.0,EJ,OWID,
Congo,COG,1925,Oil,Production,0.0,EJ,OWID,
Congo,COG,1926,Oil,Production,0.0,EJ,OWID,
Congo,COG,1927,Oil,Production,0.0,EJ,OWID,
Congo,COG,1928,Oil,Production,0.0,EJ,OWID,
Congo,COG,1929,Oil,Production,0.0,EJ,OWID,
Congo,COG,1930,Oil,Production,0.0,EJ,OWID,
Congo,COG,1931,Oil,Production,0.0,EJ,OWID,
Congo,COG,1932,Oil,Production,0.0,EJ,OWID,
Congo,COG,1933,Oil,Production,0.0,EJ,OWID,
Congo,COG,1934,Oil,Production,0.0,EJ,OWID,
Congo,COG,1935,Oil,Production,0.0,EJ,OWID,
Congo,COG,1936,Oil,Production,0.0,EJ,OWID,
Congo,COG,1937,Oil,Production,0.0,EJ,OWID,
Congo,COG,1938,Oil,Production,0.0,EJ,OWID,
Congo,COG,1939,Oil,Production,0.0,EJ,OWID,
Congo,COG,1940,Oil,Production,0.0,EJ,OWID,
Congo,COG,1941,Oil,Production,0.0,EJ,OWID,
Congo,COG,1942,Oil,Production,0.0,EJ,OWID,
Congo,COG,1943,Oil,Production,0.0,EJ,OWID,
Congo,COG,1944,Oil,Production,0.0,EJ,OWID,
Congo,COG,1945,Oil,Production,0.0,EJ,OWID,
Congo,COG,1946,Oil,Production,0.0,EJ,OWID,
Congo,COG,1947,Oil,Production,0.0,EJ,OWID,
Congo,COG,1948,Oil,Production,0.0,EJ,OWID,
Congo,COG,1949,Oil,Production,0.0,EJ,OWID,
Congo,COG,1950,Oil,Production,0.0,EJ,OWID,
Congo,COG,1951,Oil,Production,0.0,EJ,OWID,
Congo,COG,1952,Oil,Production,0.0,EJ,OWID,
Congo,COG,1953,Oil,Production,0.0,EJ,OWID,
Congo,COG,1954,Oil,Production,0.0,EJ,OWID,
Congo,COG,1955,Oil,Production,0.0,EJ,OWID,
Congo,COG,1956,Oil,Production,0.0,EJ,OWID,
Congo,COG,1957,Oil,Production,0.0,EJ,OWID,
Congo,COG,1958,Oil,Production,0.0,EJ,OWID,
Congo,COG,1959,Oil,Production,0.0,EJ,OWID,
Congo,COG,1960,Oil,Production,0.605,EJ,OWID,
Congo,COG,1961,Oil,Production,1.198,EJ,OWID,
Congo,COG,1962,Oil,Production,1.43,EJ,OWID,
Congo,COG,1963,Oil,Production,1.268,EJ,OWID,
Congo,COG,1964,Oil,Production,0.965,EJ,OWID,
Congo,COG,1965,Oil,Production,0.826,EJ,OWID,
Congo,COG,1966,Oil,Production,0.721,EJ,OWID,
Congo,COG,1967,Oil,Production,0.581,EJ,OWID,
Congo,COG,1968,Oil,Production,0.5,EJ,OWID,
Congo,COG,1969,Oil,Production,0.279,EJ,OWID,
Congo,COG,1970,Oil,Production,0.221,EJ,OWID,
Congo,COG,1971,Oil,Production,0.163,EJ,OWID,
Congo,COG,1972,Oil,Production,3.908,EJ,OWID,
Congo,COG,1973,Oil,Production,24.318,EJ,OWID,
Congo,COG,1974,Oil,Production,28.552,EJ,OWID,
Congo,COG,1975,Oil,Production,20.806,EJ,OWID,
Congo,COG,1976,Oil,Production,24.423,EJ,OWID,
Congo,COG,1977,Oil,Production,19.062,EJ,OWID,
Congo,COG,1978,Oil,Production,28.261,EJ,OWID,
Congo,COG,1979,Oil,Production,32.122,EJ,OWID,
Congo,COG,1980,Oil,Production,36.844,EJ,OWID,
Congo,COG,1981,Oil,Production,47.695,EJ,OWID,
Congo,COG,1982,Oil,Production,52.951,EJ,OWID,
Congo,COG,1983,Oil,Production,62.395,EJ,OWID,
Congo,COG,1984,Oil,Production,70.071,EJ,OWID,
Congo,COG,1985,Oil,Production,69.047,EJ,OWID,
Congo,COG,1986,Oil,Production,69.21,EJ,OWID,
Congo,COG,1987,Oil,Production,73.467,EJ,OWID,
Congo,COG,1988,Oil,Production,81.852,EJ,OWID,
Congo,COG,1989,Oil,Production,92.598,EJ,OWID,
Congo,COG,1990,Oil,Production,93.377,EJ,OWID,
Congo,COG,1991,Oil,Production,93.668,EJ,OWID,
Congo,COG,1992,Oil,Production,100.46,EJ,OWID,
Congo,COG,1993,Oil,Production,110.927,EJ,OWID,
Congo,COG,1994,Oil,Production,111.206,EJ,OWID,
Congo,COG,1995,Oil,Production,107.775,EJ,OWID,
Congo,COG,1996,Oil,Production,120.475,EJ,OWID,
Congo,COG,1997,Oil,Production,134.745,EJ,OWID,
Congo,COG,1998,Oil,Production,158.156,EJ,OWID,
Congo,COG,1999,Oil,Production,159.645,EJ,OWID,
Congo,COG,2000,Oil,Production,157.213,EJ,OWID,
Congo,COG,2001,Oil,Production,145.89,EJ,OWID,
Congo,COG,2002,Oil,Production,140.128,EJ,OWID,
Congo,COG,2003,Oil,Production,128.004,EJ,OWID,
Congo,COG,2004,Oil,Production,133.399,EJ,OWID,
Congo,COG,2005,Oil,Production,146.158,EJ,OWID,
Congo,COG,2006,Oil,Production,165.139,EJ,OWID,
Congo,COG,2007,Oil,Production,133.56,EJ,OWID,
Congo,COG,2008,Oil,Production,141.86,EJ,OWID,
Congo,COG,2009,Oil,Production,163.898,EJ,OWID,
Congo,COG,2010,Oil,Production,186.566,EJ,OWID,
Congo,COG,2011,Oil,Production,178.152,EJ,OWID,
Congo,COG,2012,Oil,Production,165.627,EJ,OWID,
Congo,COG,2013,Oil,Production,143.322,EJ,OWID,
Congo,COG,2014,Oil,Production,149.928,EJ,OWID,
Congo,COG,2015,Oil,Production,138.789,EJ,OWID,
Congo,COG,2016,Oil,Production,138.257,EJ,OWID,
Congo,COG,2017,Oil,Production,160.496,EJ,OWID,
Congo,COG,2018,Oil,Production,196.912,EJ,OWID,
Congo,COG,2019,Oil,Production,200.348,EJ,OWID,
Congo,COG,2020,Oil,Production,183.198,EJ,OWID,
Congo,COG,2021,Oil,Production,162.844,EJ,OWID,
Congo,COG,2022,Oil,Production,159.821,EJ,OWID,
Congo,COG,2023,Oil,Production,165.635,EJ,OWID,
Congo,COG,2024,Oil,Production,159.295,EJ,OWID,
Cook Islands,COK,1980,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1981,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1982,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1983,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1984,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1985,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1986,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1987,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1988,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1989,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1990,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1991,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1992,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1993,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1994,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1995,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1996,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1997,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1998,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,1999,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2000,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2001,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2002,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2003,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2004,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2005,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2006,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2007,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2008,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2009,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2010,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2011,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2012,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2013,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2014,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2015,Oil,Production,0.0,EJ,OWID,
Cook Islands,COK,2016,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1980,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1981,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1982,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1983,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1984,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1985,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1986,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1987,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1988,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1989,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1990,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1991,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1992,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1993,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1994,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1995,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1996,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1997,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1998,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,1999,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2000,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2001,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2002,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2003,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2004,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2005,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2006,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2007,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2008,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2009,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2010,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2011,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2012,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2013,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2014,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2015,Oil,Production,0.0,EJ,OWID,
Costa Rica,CRI,2016,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1900,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1901,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1902,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1903,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1904,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1905,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1906,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1907,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1908,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1909,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1910,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1911,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1912,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1913,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1914,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1915,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1916,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1917,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1918,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1919,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1920,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1921,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1922,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1923,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1924,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1925,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1926,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1927,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1928,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1929,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1930,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1931,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1932,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1933,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1934,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1935,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1936,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1937,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1938,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1939,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1940,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1941,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1942,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1943,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1944,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1945,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1946,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1947,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1948,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1949,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1950,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1951,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1952,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1953,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1954,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1955,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1956,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1957,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1958,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1959,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1960,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1961,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1962,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1963,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1964,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1965,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1966,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1967,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1968,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1969,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1970,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1971,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1972,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1973,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1974,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1975,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1976,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1977,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1978,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1979,Oil,Production,0.0,EJ,OWID,
Cote d'Ivoire,CIV,1980,Oil,Production,0.634,EJ,OWID,
Cote d'Ivoire,CIV,1981,Oil,Production,4.42,EJ,OWID,
Cote d'Ivoire,CIV,1982,Oil,Production,5.685,EJ,OWID,
Cote d'Ivoire,CIV,1983,Oil,Production,14.529,EJ,OWID,
Cote d'Ivoire,CIV,1984,Oil,Production,17.102,EJ,OWID,
Cote d'Ivoire,CIV,1985,Oil,Production,17.687,EJ,OWID,
Cote d'Ivoire,CIV,1986,Oil,Production,12.634,EJ,OWID,
Cote d'Ivoire,CIV,1987,Oil,Production,11.37,EJ,OWID,
Cote d'Ivoire,CIV,1988,Oil,Production,7.6,EJ,OWID,
Cote d'Ivoire,CIV,1989,Oil,Production,1.263,EJ,OWID,
Cote d'Ivoire,CIV,1990,Oil,Production,1.263,EJ,OWID,
Cote d'Ivoire,CIV,1991,Oil,Production,1.263,EJ,OWID,
Cote d'Ivoire,CIV,1992,Oil,Production,0.95,EJ,OWID,
Cote d'Ivoire,CIV,1993,Oil,Production,0.316,EJ,OWID,
Cote d'Ivoire,CIV,1994,Oil,Production,4.295,EJ,OWID,
Cote d'Ivoire,CIV,1995,Oil,Production,5.067,EJ,OWID,
Cote d'Ivoire,CIV,1996,Oil,Production,10.133,EJ,OWID,
Cote d'Ivoire,CIV,1997,Oil,Production,11.853,EJ,OWID,
Cote d'Ivoire,CIV,1998,Oil,Production,12.632,EJ,OWID,
Cote d'Ivoire,CIV,1999,Oil,Production,9.474,EJ,OWID,
Cote d'Ivoire,CIV,2000,Oil,Production,7.281,EJ,OWID,
Cote d'Ivoire,CIV,2001,Oil,Production,6.947,EJ,OWID,
Cote d'Ivoire,CIV,2002,Oil,Production,7.579,EJ,OWID,
Cote d'Ivoire,CIV,2003,Oil,Production,12.0,EJ,OWID,
Cote d'Ivoire,CIV,2004,Oil,Production,16.466,EJ,OWID,
Cote d'Ivoire,CIV,2005,Oil,Production,24.632,EJ,OWID,
Cote d'Ivoire,CIV,2006,Oil,Production,39.158,EJ,OWID,
Cote d'Ivoire,CIV,2007,Oil,Production,32.842,EJ,OWID,
Cote d'Ivoire,CIV,2008,Oil,Production,37.47,EJ,OWID,
Cote d'Ivoire,CIV,2009,Oil,Production,36.516,EJ,OWID,
Cote d'Ivoire,CIV,2010,Oil,Production,27.686,EJ,OWID,
Cote d'Ivoire,CIV,2011,Oil,Production,25.005,EJ,OWID,
Cote d'Ivoire,CIV,2012,Oil,Production,24.014,EJ,OWID,
Cote d'Ivoire,CIV,2013,Oil,Production,23.37,EJ,OWID,
Cote d'Ivoire,CIV,2014,Oil,Production,22.738,EJ,OWID,
Cote d'Ivoire,CIV,2015,Oil,Production,18.317,EJ,OWID,
Cote d'Ivoire,CIV,2016,Oil,Production,31.034,EJ,OWID,
Croatia,HRV,1992,Oil,Production,25.307,EJ,OWID,
Croatia,HRV,1993,Oil,Production,25.703,EJ,OWID,
Croatia,HRV,1994,Oil,Production,27.574,EJ,OWID,
Croatia,HRV,1995,Oil,Production,23.722,EJ,OWID,
Croatia,HRV,1996,Oil,Production,21.556,EJ,OWID,
Croatia,HRV,1997,Oil,Production,21.479,EJ,OWID,
Croatia,HRV,1998,Oil,Production,22.679,EJ,OWID,
Croatia,HRV,1999,Oil,Production,18.659,EJ,OWID,
Croatia,HRV,2000,Oil,Production,17.963,EJ,OWID,
Croatia,HRV,2001,Oil,Production,16.929,EJ,OWID,
Croatia,HRV,2002,Oil,Production,16.232,EJ,OWID,
Croatia,HRV,2003,Oil,Production,16.172,EJ,OWID,
Croatia,HRV,2004,Oil,Production,14.993,EJ,OWID,
Croatia,HRV,2005,Oil,Production,13.96,EJ,OWID,
Croatia,HRV,2006,Oil,Production,12.771,EJ,OWID,
Croatia,HRV,2007,Oil,Production,11.738,EJ,OWID,
Croatia,HRV,2008,Oil,Production,10.878,EJ,OWID,
Croatia,HRV,2009,Oil,Production,12.042,EJ,OWID,
Croatia,HRV,2010,Oil,Production,11.42,EJ,OWID,
Croatia,HRV,2011,Oil,Production,10.348,EJ,OWID,
Croatia,HRV,2012,Oil,Production,9.265,EJ,OWID,
Croatia,HRV,2013,Oil,Production,9.342,EJ,OWID,
Croatia,HRV,2014,Oil,Production,9.031,EJ,OWID,
Croatia,HRV,2015,Oil,Production,8.674,EJ,OWID,
Croatia,HRV,2016,Oil,Production,8.958,EJ,OWID,
Cuba,CUB,1900,Oil,Production,0.0,EJ,OWID,
Cuba,CUB,1901,Oil,Production,0.0,EJ,OWID,
Cuba,CUB,1902,Oil,Production,0.0,EJ,OWID,
