country,iso_code,year,resource,metric,value,unit,source
Germany,DEU,1970,Oil,Consumption,1644.07,EJ,OWID
Germany,DEU,1971,Oil,Consumption,1712.532,EJ,OWID
Germany,DEU,1972,Oil,Consumption,1807.816,EJ,OWID
Germany,DEU,1973,Oil,Consumption,1927.148,EJ,OWID
Germany,DEU,1974,Oil,Consumption,1748.524,EJ,OWID
Germany,DEU,1975,Oil,Consumption,1698.33,EJ,OWID
Germany,DEU,1976,Oil,Consumption,1834.953,EJ,OWID
Germany,DEU,1977,Oil,Consumption,1812.366,EJ,OWID
Germany,DEU,1978,Oil,Consumption,1890.278,EJ,OWID
Germany,DEU,1979,Oil,Consumption,1949.953,EJ,OWID
Germany,DEU,1980,Oil,Consumption,1764.344,EJ,OWID
Germany,DEU,1981,Oil,Consumption,1601.384,EJ,OWID
Germany,DEU,1982,Oil,Consumption,1513.858,EJ,OWID
Germany,DEU,1983,Oil,Consumption,1482.448,EJ,OWID
Germany,DEU,1984,Oil,Consumption,1477.557,EJ,OWID
Germany,DEU,1985,Oil,Consumption,1522.741,EJ,OWID
Germany,DEU,1986,Oil,Consumption,1604.221,EJ,OWID
Germany,DEU,1987,Oil,Consumption,1562.008,EJ,OWID
Germany,DEU,1988,Oil,Consumption,1562.913,EJ,OWID
Germany,DEU,1989,Oil,Consumption,1468.383,EJ,OWID
Germany,DEU,1990,Oil,Consumption,1537.293,EJ,OWID
Germany,DEU,1991,Oil,Consumption,1607.615,EJ,OWID
Germany,DEU,1992,Oil,Consumption,1621.655,EJ,OWID
Germany,DEU,1993,Oil,Consumption,1646.873,EJ,OWID
Germany,DEU,1994,Oil,Consumption,1631.973,EJ,OWID
Germany,DEU,1995,Oil,Consumption,1631.13,EJ,OWID
Germany,DEU,1996,Oil,Consumption,1658.878,EJ,OWID
Germany,DEU,1997,Oil,Consumption,1648.927,EJ,OWID
Germany,DEU,1998,Oil,Consumption,1650.717,EJ,OWID
Germany,DEU,1999,Oil,Consumption,1601.107,EJ,OWID
Germany,DEU,2000,Oil,Consumption,1570.435,EJ,OWID
Germany,DEU,2001,Oil,Consumption,1590.963,EJ,OWID
Germany,DEU,2002,Oil,Consumption,1537.78,EJ,OWID
Germany,DEU,2003,Oil,Consumption,1507.717,EJ,OWID
Germany,DEU,2004,Oil,Consumption,1490.49,EJ,OWID
Germany,DEU,2005,Oil,Consumption,1460.058,EJ,OWID
Germany,DEU,2006,Oil,Consumption,1457.237,EJ,OWID
Germany,DEU,2007,Oil,Consumption,1319.459,EJ,OWID
Germany,DEU,2008,Oil,Consumption,1399.069,EJ,OWID
Germany,DEU,2009,Oil,Consumption,1339.838,EJ,OWID
Germany,DEU,2010,Oil,Consumption,1357.644,EJ,OWID
Germany,DEU,2011,Oil,Consumption,1313.271,EJ,OWID
Germany,DEU,2012,Oil,Consumption,1305.389,EJ,OWID
Germany,DEU,2013,Oil,Consumption,1334.262,EJ,OWID
Germany,DEU,2014,Oil,Consumption,1298.318,EJ,OWID
Germany,DEU,2015,Oil,Consumption,1296.542,EJ,OWID
Germany,DEU,2016,Oil,Consumption,1321.879,EJ,OWID
Germany,DEU,2017,Oil,Consumption,1408.928,EJ,OWID
Germany,DEU,2018,Oil,Consumption,1336.97,EJ,OWID
Germany,DEU,2019,Oil,Consumption,1351.028,EJ,OWID
Germany,DEU,2020,Oil,Consumption,1223.238,EJ,OWID
Germany,DEU,2021,Oil,Consumption,1209.752,EJ,OWID
Germany,DEU,2022,Oil,Consumption,1241.977,EJ,OWID
Germany,DEU,2023,Oil,Consumption,1165.512,EJ,OWID
Germany,DEU,2024,Oil,Consumption,1176.547,EJ,OWID
Greece,GRC,1965,Oil,Consumption,52.273,EJ,OWID
Greece,GRC,1966,Oil,Consumption,57.077,EJ,OWID
Greece,GRC,1967,Oil,Consumption,67.113,EJ,OWID
Greece,GRC,1968,Oil,Consumption,68.693,EJ,OWID
Greece,GRC,1969,Oil,Consumption,73.094,EJ,OWID
Greece,GRC,1970,Oil,Consumption,79.167,EJ,OWID
Greece,GRC,1971,Oil,Consumption,87.457,EJ,OWID
Greece,GRC,1972,Oil,Consumption,101.313,EJ,OWID
Greece,GRC,1973,Oil,Consumption,117.92,EJ,OWID
Greece,GRC,1974,Oil,Consumption,110.662,EJ,OWID
Greece,GRC,1975,Oil,Consumption,117.248,EJ,OWID
Greece,GRC,1976,Oil,Consumption,124.792,EJ,OWID
Greece,GRC,1977,Oil,Consumption,127.141,EJ,OWID
Greece,GRC,1978,Oil,Consumption,138.437,EJ,OWID
Greece,GRC,1979,Oil,Consumption,146.425,EJ,OWID
Greece,GRC,1980,Oil,Consumption,144.973,EJ,OWID
Greece,GRC,1981,Oil,Consumption,140.842,EJ,OWID
Greece,GRC,1982,Oil,Consumption,141.511,EJ,OWID
Greece,GRC,1983,Oil,Consumption,135.798,EJ,OWID
Greece,GRC,1984,Oil,Consumption,139.163,EJ,OWID
Greece,GRC,1985,Oil,Consumption,141.482,EJ,OWID
Greece,GRC,1986,Oil,Consumption,143.582,EJ,OWID
Greece,GRC,1987,Oil,Consumption,155.962,EJ,OWID
Greece,GRC,1988,Oil,Consumption,161.073,EJ,OWID
Greece,GRC,1989,Oil,Consumption,177.452,EJ,OWID
Greece,GRC,1990,Oil,Consumption,186.743,EJ,OWID
Greece,GRC,1991,Oil,Consumption,190.554,EJ,OWID
Greece,GRC,1992,Oil,Consumption,194.523,EJ,OWID
Greece,GRC,1993,Oil,Consumption,198.512,EJ,OWID
Greece,GRC,1994,Oil,Consumption,203.043,EJ,OWID
Greece,GRC,1995,Oil,Consumption,211.813,EJ,OWID
Greece,GRC,1996,Oil,Consumption,219.881,EJ,OWID
Greece,GRC,1997,Oil,Consumption,222.059,EJ,OWID
Greece,GRC,1998,Oil,Consumption,232.479,EJ,OWID
Greece,GRC,1999,Oil,Consumption,227.012,EJ,OWID
Greece,GRC,2000,Oil,Consumption,236.249,EJ,OWID
Greece,GRC,2001,Oil,Consumption,239.571,EJ,OWID
Greece,GRC,2002,Oil,Consumption,240.725,EJ,OWID
Greece,GRC,2003,Oil,Consumption,252.75,EJ,OWID
Greece,GRC,2004,Oil,Consumption,247.728,EJ,OWID
Greece,GRC,2005,Oil,Consumption,249.091,EJ,OWID
Greece,GRC,2006,Oil,Consumption,260.49,EJ,OWID
Greece,GRC,2007,Oil,Consumption,263.441,EJ,OWID
Greece,GRC,2008,Oil,Consumption,252.572,EJ,OWID
Greece,GRC,2009,Oil,Consumption,236.809,EJ,OWID
Greece,GRC,2010,Oil,Consumption,214.719,EJ,OWID
Greece,GRC,2011,Oil,Consumption,204.578,EJ,OWID
Greece,GRC,2012,Oil,Consumption,178.331,EJ,OWID
Greece,GRC,2013,Oil,Consumption,164.762,EJ,OWID
Greece,GRC,2014,Oil,Consumption,163.353,EJ,OWID
Greece,GRC,2015,Oil,Consumption,170.199,EJ,OWID
Greece,GRC,2016,Oil,Consumption,169.939,EJ,OWID
Greece,GRC,2017,Oil,Consumption,174.013,EJ,OWID
Greece,GRC,2018,Oil,Consumption,171.988,EJ,OWID
Greece,GRC,2019,Oil,Consumption,177.219,EJ,OWID
Greece,GRC,2020,Oil,Consumption,143.486,EJ,OWID
Greece,GRC,2021,Oil,Consumption,152.027,EJ,OWID
Greece,GRC,2022,Oil,Consumption,172.19,EJ,OWID
Greece,GRC,2023,Oil,Consumption,171.296,EJ,OWID
Greece,GRC,2024,Oil,Consumption,173.308,EJ,OWID
Hong Kong,HKG,1965,Oil,Consumption,24.872,EJ,OWID
Hong Kong,HKG,1966,Oil,Consumption,27.293,EJ,OWID
Hong Kong,HKG,1967,Oil,Consumption,32.704,EJ,OWID
Hong Kong,HKG,1968,Oil,Consumption,35.719,EJ,OWID
Hong Kong,HKG,1969,Oil,Consumption,42.381,EJ,OWID
Hong Kong,HKG,1970,Oil,Consumption,45.737,EJ,OWID
Hong Kong,HKG,1971,Oil,Consumption,48.246,EJ,OWID
Hong Kong,HKG,1972,Oil,Consumption,55.003,EJ,OWID
Hong Kong,HKG,1973,Oil,Consumption,57.121,EJ,OWID
Hong Kong,HKG,1974,Oil,Consumption,58.476,EJ,OWID
Hong Kong,HKG,1975,Oil,Consumption,55.057,EJ,OWID
Hong Kong,HKG,1976,Oil,Consumption,64.998,EJ,OWID
Hong Kong,HKG,1977,Oil,Consumption,70.202,EJ,OWID
Hong Kong,HKG,1978,Oil,Consumption,72.959,EJ,OWID
Hong Kong,HKG,1979,Oil,Consumption,74.716,EJ,OWID
Hong Kong,HKG,1980,Oil,Consumption,76.373,EJ,OWID
Hong Kong,HKG,1981,Oil,Consumption,81.002,EJ,OWID
Hong Kong,HKG,1982,Oil,Consumption,78.941,EJ,OWID
Hong Kong,HKG,1983,Oil,Consumption,70.297,EJ,OWID
Hong Kong,HKG,1984,Oil,Consumption,65.15,EJ,OWID
Hong Kong,HKG,1985,Oil,Consumption,61.261,EJ,OWID
Hong Kong,HKG,1986,Oil,Consumption,59.873,EJ,OWID
Hong Kong,HKG,1987,Oil,Consumption,58.73,EJ,OWID
Hong Kong,HKG,1988,Oil,Consumption,67.37,EJ,OWID
Hong Kong,HKG,1989,Oil,Consumption,71.847,EJ,OWID
Hong Kong,HKG,1990,Oil,Consumption,75.486,EJ,OWID
Hong Kong,HKG,1991,Oil,Consumption,75.47,EJ,OWID
Hong Kong,HKG,1992,Oil,Consumption,96.869,EJ,OWID
Hong Kong,HKG,1993,Oil,Consumption,100.894,EJ,OWID
Hong Kong,HKG,1994,Oil,Consumption,107.652,EJ,OWID
Hong Kong,HKG,1995,Oil,Consumption,115.225,EJ,OWID
Hong Kong,HKG,1996,Oil,Consumption,112.907,EJ,OWID
Hong Kong,HKG,1997,Oil,Consumption,111.75,EJ,OWID
Hong Kong,HKG,1998,Oil,Consumption,107.22,EJ,OWID
Hong Kong,HKG,1999,Oil,Consumption,114.084,EJ,OWID
Hong Kong,HKG,2000,Oil,Consumption,118.889,EJ,OWID
Hong Kong,HKG,2001,Oil,Consumption,141.335,EJ,OWID
Hong Kong,HKG,2002,Oil,Consumption,154.466,EJ,OWID
Hong Kong,HKG,2003,Oil,Consumption,155.443,EJ,OWID
Hong Kong,HKG,2004,Oil,Consumption,183.06,EJ,OWID
Hong Kong,HKG,2005,Oil,Consumption,165.109,EJ,OWID
Hong Kong,HKG,2006,Oil,Consumption,178.459,EJ,OWID
Hong Kong,HKG,2007,Oil,Consumption,191.27,EJ,OWID
Hong Kong,HKG,2008,Oil,Consumption,173.348,EJ,OWID
Hong Kong,HKG,2009,Oil,Consumption,196.685,EJ,OWID
Hong Kong,HKG,2010,Oil,Consumption,212.637,EJ,OWID
Hong Kong,HKG,2011,Oil,Consumption,214.105,EJ,OWID
Hong Kong,HKG,2012,Oil,Consumption,205.138,EJ,OWID
Hong Kong,HKG,2013,Oil,Consumption,209.294,EJ,OWID
Hong Kong,HKG,2014,Oil,Consumption,198.13,EJ,OWID
Hong Kong,HKG,2015,Oil,Consumption,217.421,EJ,OWID
Hong Kong,HKG,2016,Oil,Consumption,225.198,EJ,OWID
Hong Kong,HKG,2017,Oil,Consumption,254.455,EJ,OWID
Hong Kong,HKG,2018,Oil,Consumption,257.581,EJ,OWID
Hong Kong,HKG,2019,Oil,Consumption,240.735,EJ,OWID
Hong Kong,HKG,2020,Oil,Consumption,169.066,EJ,OWID
Hong Kong,HKG,2021,Oil,Consumption,151.345,EJ,OWID
Hong Kong,HKG,2022,Oil,Consumption,128.268,EJ,OWID
Hong Kong,HKG,2023,Oil,Consumption,159.284,EJ,OWID
Hong Kong,HKG,2024,Oil,Consumption,180.94,EJ,OWID
Hungary,HUN,1965,Oil,Consumption,44.273,EJ,OWID
Hungary,HUN,1966,Oil,Consumption,48.626,EJ,OWID
Hungary,HUN,1967,Oil,Consumption,51.45,EJ,OWID
Hungary,HUN,1968,Oil,Consumption,53.921,EJ,OWID
Hungary,HUN,1969,Oil,Consumption,60.314,EJ,OWID
Hungary,HUN,1970,Oil,Consumption,70.054,EJ,OWID
Hungary,HUN,1971,Oil,Consumption,78.927,EJ,OWID
Hungary,HUN,1972,Oil,Consumption,85.993,EJ,OWID
Hungary,HUN,1973,Oil,Consumption,96.752,EJ,OWID
Hungary,HUN,1974,Oil,Consumption,105.922,EJ,OWID
Hungary,HUN,1975,Oil,Consumption,119.491,EJ,OWID
Hungary,HUN,1976,Oil,Consumption,125.176,EJ,OWID
Hungary,HUN,1977,Oil,Consumption,133.091,EJ,OWID
Hungary,HUN,1978,Oil,Consumption,147.213,EJ,OWID
Hungary,HUN,1979,Oil,Consumption,138.71,EJ,OWID
Hungary,HUN,1980,Oil,Consumption,134.841,EJ,OWID
Hungary,HUN,1981,Oil,Consumption,128.843,EJ,OWID
Hungary,HUN,1982,Oil,Consumption,122.05,EJ,OWID
Hungary,HUN,1983,Oil,Consumption,115.731,EJ,OWID
Hungary,HUN,1984,Oil,Consumption,121.191,EJ,OWID
Hungary,HUN,1985,Oil,Consumption,123.434,EJ,OWID
Hungary,HUN,1986,Oil,Consumption,114.002,EJ,OWID
Hungary,HUN,1987,Oil,Consumption,119.512,EJ,OWID
Hungary,HUN,1988,Oil,Consumption,110.646,EJ,OWID
Hungary,HUN,1989,Oil,Consumption,107.247,EJ,OWID
Hungary,HUN,1990,Oil,Consumption,108.445,EJ,OWID
Hungary,HUN,1991,Oil,Consumption,92.83,EJ,OWID
Hungary,HUN,1992,Oil,Consumption,98.92,EJ,OWID
Hungary,HUN,1993,Oil,Consumption,87.672,EJ,OWID
Hungary,HUN,1994,Oil,Consumption,93.518,EJ,OWID
Hungary,HUN,1995,Oil,Consumption,89.09,EJ,OWID
Hungary,HUN,1996,Oil,Consumption,82.263,EJ,OWID
Hungary,HUN,1997,Oil,Consumption,84.159,EJ,OWID
Hungary,HUN,1998,Oil,Consumption,89.277,EJ,OWID
Hungary,HUN,1999,Oil,Consumption,85.231,EJ,OWID
Hungary,HUN,2000,Oil,Consumption,82.531,EJ,OWID
Hungary,HUN,2001,Oil,Consumption,79.735,EJ,OWID
Hungary,HUN,2002,Oil,Consumption,74.154,EJ,OWID
Hungary,HUN,2003,Oil,Consumption,72.272,EJ,OWID
Hungary,HUN,2004,Oil,Consumption,76.82,EJ,OWID
Hungary,HUN,2005,Oil,Consumption,87.89,EJ,OWID
Hungary,HUN,2006,Oil,Consumption,91.522,EJ,OWID
Hungary,HUN,2007,Oil,Consumption,91.202,EJ,OWID
Hungary,HUN,2008,Oil,Consumption,86.559,EJ,OWID
Hungary,HUN,2009,Oil,Consumption,84.226,EJ,OWID
Hungary,HUN,2010,Oil,Consumption,79.047,EJ,OWID
Hungary,HUN,2011,Oil,Consumption,77.141,EJ,OWID
Hungary,HUN,2012,Oil,Consumption,72.018,EJ,OWID
Hungary,HUN,2013,Oil,Consumption,70.436,EJ,OWID
Hungary,HUN,2014,Oil,Consumption,78.382,EJ,OWID
Hungary,HUN,2015,Oil,Consumption,83.994,EJ,OWID
Hungary,HUN,2016,Oil,Consumption,83.439,EJ,OWID
Hungary,HUN,2017,Oil,Consumption,90.399,EJ,OWID
Hungary,HUN,2018,Oil,Consumption,96.89,EJ,OWID
Hungary,HUN,2019,Oil,Consumption,97.931,EJ,OWID
Hungary,HUN,2020,Oil,Consumption,89.379,EJ,OWID
Hungary,HUN,2021,Oil,Consumption,97.098,EJ,OWID
Hungary,HUN,2022,Oil,Consumption,96.338,EJ,OWID
Hungary,HUN,2023,Oil,Consumption,94.094,EJ,OWID
Hungary,HUN,2024,Oil,Consumption,95.424,EJ,OWID
Iceland,ISL,1965,Oil,Consumption,5.612,EJ,OWID
Iceland,ISL,1966,Oil,Consumption,6.051,EJ,OWID
Iceland,ISL,1967,Oil,Consumption,5.872,EJ,OWID
Iceland,ISL,1968,Oil,Consumption,6.269,EJ,OWID
Iceland,ISL,1969,Oil,Consumption,5.75,EJ,OWID
Iceland,ISL,1970,Oil,Consumption,5.876,EJ,OWID
Iceland,ISL,1971,Oil,Consumption,6.4,EJ,OWID
Iceland,ISL,1972,Oil,Consumption,6.857,EJ,OWID
Iceland,ISL,1973,Oil,Consumption,7.94,EJ,OWID
Iceland,ISL,1974,Oil,Consumption,7.41,EJ,OWID
Iceland,ISL,1975,Oil,Consumption,6.96,EJ,OWID
Iceland,ISL,1976,Oil,Consumption,6.993,EJ,OWID
Iceland,ISL,1977,Oil,Consumption,7.314,EJ,OWID
Iceland,ISL,1978,Oil,Consumption,7.707,EJ,OWID
Iceland,ISL,1979,Oil,Consumption,7.483,EJ,OWID
Iceland,ISL,1980,Oil,Consumption,6.962,EJ,OWID
Iceland,ISL,1981,Oil,Consumption,6.795,EJ,OWID
Iceland,ISL,1982,Oil,Consumption,6.21,EJ,OWID
Iceland,ISL,1983,Oil,Consumption,6.034,EJ,OWID
Iceland,ISL,1984,Oil,Consumption,6.296,EJ,OWID
Iceland,ISL,1985,Oil,Consumption,6.275,EJ,OWID
Iceland,ISL,1986,Oil,Consumption,6.365,EJ,OWID
Iceland,ISL,1987,Oil,Consumption,6.883,EJ,OWID
Iceland,ISL,1988,Oil,Consumption,7.195,EJ,OWID
Iceland,ISL,1989,Oil,Consumption,7.697,EJ,OWID
Iceland,ISL,1990,Oil,Consumption,7.847,EJ,OWID
Iceland,ISL,1991,Oil,Consumption,7.368,EJ,OWID
Iceland,ISL,1992,Oil,Consumption,7.94,EJ,OWID
Iceland,ISL,1993,Oil,Consumption,8.238,EJ,OWID
Iceland,ISL,1994,Oil,Consumption,8.346,EJ,OWID
Iceland,ISL,1995,Oil,Consumption,8.397,EJ,OWID
Iceland,ISL,1996,Oil,Consumption,9.382,EJ,OWID
Iceland,ISL,1997,Oil,Consumption,9.207,EJ,OWID
Iceland,ISL,1998,Oil,Consumption,9.433,EJ,OWID
Iceland,ISL,1999,Oil,Consumption,9.417,EJ,OWID
Iceland,ISL,2000,Oil,Consumption,9.599,EJ,OWID
Iceland,ISL,2001,Oil,Consumption,9.008,EJ,OWID
Iceland,ISL,2002,Oil,Consumption,9.37,EJ,OWID
Iceland,ISL,2003,Oil,Consumption,9.471,EJ,OWID
Iceland,ISL,2004,Oil,Consumption,9.907,EJ,OWID
Iceland,ISL,2005,Oil,Consumption,10.09,EJ,OWID
Iceland,ISL,2006,Oil,Consumption,10.259,EJ,OWID
Iceland,ISL,2007,Oil,Consumption,10.292,EJ,OWID
Iceland,ISL,2008,Oil,Consumption,9.529,EJ,OWID
Iceland,ISL,2009,Oil,Consumption,8.833,EJ,OWID
Iceland,ISL,2010,Oil,Consumption,8.459,EJ,OWID
Iceland,ISL,2011,Oil,Consumption,8.345,EJ,OWID
Iceland,ISL,2012,Oil,Consumption,8.255,EJ,OWID
Iceland,ISL,2013,Oil,Consumption,8.628,EJ,OWID
Iceland,ISL,2014,Oil,Consumption,9.023,EJ,OWID
Iceland,ISL,2015,Oil,Consumption,9.844,EJ,OWID
Iceland,ISL,2016,Oil,Consumption,10.843,EJ,OWID
Iceland,ISL,2017,Oil,Consumption,12.105,EJ,OWID
Iceland,ISL,2018,Oil,Consumption,13.107,EJ,OWID
Iceland,ISL,2019,Oil,Consumption,11.098,EJ,OWID
Iceland,ISL,2020,Oil,Consumption,7.31,EJ,OWID
Iceland,ISL,2021,Oil,Consumption,8.265,EJ,OWID
Iceland,ISL,2022,Oil,Consumption,10.354,EJ,OWID
Iceland,ISL,2023,Oil,Consumption,10.944,EJ,OWID
Iceland,ISL,2024,Oil,Consumption,11.349,EJ,OWID
India,IND,1965,Oil,Consumption,146.995,EJ,OWID
India,IND,1966,Oil,Consumption,164.15,EJ,OWID
India,IND,1967,Oil,Consumption,169.36,EJ,OWID
India,IND,1968,Oil,Consumption,189.771,EJ,OWID
India,IND,1969,Oil,Consumption,227.929,EJ,OWID
India,IND,1970,Oil,Consumption,226.891,EJ,OWID
India,IND,1971,Oil,Consumption,243.332,EJ,OWID
India,IND,1972,Oil,Consumption,262.383,EJ,OWID
India,IND,1973,Oil,Consumption,276.959,EJ,OWID
India,IND,1974,Oil,Consumption,271.543,EJ,OWID
India,IND,1975,Oil,Consumption,278.093,EJ,OWID
India,IND,1976,Oil,Consumption,293.259,EJ,OWID
India,IND,1977,Oil,Consumption,315.044,EJ,OWID
India,IND,1978,Oil,Consumption,342.375,EJ,OWID
India,IND,1979,Oil,Consumption,369.473,EJ,OWID
India,IND,1980,Oil,Consumption,376.816,EJ,OWID
India,IND,1981,Oil,Consumption,405.655,EJ,OWID
India,IND,1982,Oil,Consumption,422.656,EJ,OWID
India,IND,1983,Oil,Consumption,444.353,EJ,OWID
India,IND,1984,Oil,Consumption,477.067,EJ,OWID
India,IND,1985,Oil,Consumption,517.636,EJ,OWID
India,IND,1986,Oil,Consumption,544.259,EJ,OWID
India,IND,1987,Oil,Consumption,561.767,EJ,OWID
India,IND,1988,Oil,Consumption,616.501,EJ,OWID
India,IND,1989,Oil,Consumption,667.773,EJ,OWID
India,IND,1990,Oil,Consumption,694.058,EJ,OWID
India,IND,1991,Oil,Consumption,706.101,EJ,OWID
India,IND,1992,Oil,Consumption,744.187,EJ,OWID
India,IND,1993,Oil,Consumption,752.043,EJ,OWID
India,IND,1994,Oil,Consumption,808.267,EJ,OWID
India,IND,1995,Oil,Consumption,901.352,EJ,OWID
India,IND,1996,Oil,Consumption,972.761,EJ,OWID
India,IND,1997,Oil,Consumption,1039.856,EJ,OWID
India,IND,1998,Oil,Consumption,1113.507,EJ,OWID
India,IND,1999,Oil,Consumption,1219.453,EJ,OWID
India,IND,2000,Oil,Consumption,1277.51,EJ,OWID
India,IND,2001,Oil,Consumption,1281.096,EJ,OWID
India,IND,2002,Oil,Consumption,1324.242,EJ,OWID
India,IND,2003,Oil,Consumption,1347.694,EJ,OWID
India,IND,2004,Oil,Consumption,1426.856,EJ,OWID
India,IND,2005,Oil,Consumption,1450.128,EJ,OWID
India,IND,2006,Oil,Consumption,1532.039,EJ,OWID
India,IND,2007,Oil,Consumption,1637.482,EJ,OWID
India,IND,2008,Oil,Consumption,1719.259,EJ,OWID
India,IND,2009,Oil,Consumption,1806.79,EJ,OWID
India,IND,2010,Oil,Consumption,1848.416,EJ,OWID
India,IND,2011,Oil,Consumption,1935.765,EJ,OWID
India,IND,2012,Oil,Consumption,2051.67,EJ,OWID
India,IND,2013,Oil,Consumption,2065.656,EJ,OWID
India,IND,2014,Oil,Consumption,2125.494,EJ,OWID
India,IND,2015,Oil,Consumption,2296.039,EJ,OWID
India,IND,2016,Oil,Consumption,2514.262,EJ,OWID
India,IND,2017,Oil,Consumption,2588.196,EJ,OWID
India,IND,2018,Oil,Consumption,2704.512,EJ,OWID
India,IND,2019,Oil,Consumption,2791.946,EJ,OWID
India,IND,2020,Oil,Consumption,2537.853,EJ,OWID
India,IND,2021,Oil,Consumption,2588.831,EJ,OWID
India,IND,2022,Oil,Consumption,2804.53,EJ,OWID
India,IND,2023,Oil,Consumption,2939.235,EJ,OWID
India,IND,2024,Oil,Consumption,3028.744,EJ,OWID
Indonesia,IDN,1965,Oil,Consumption,72.544,EJ,OWID
Indonesia,IDN,1966,Oil,Consumption,69.864,EJ,OWID
Indonesia,IDN,1967,Oil,Consumption,67.403,EJ,OWID
Indonesia,IDN,1968,Oil,Consumption,71.299,EJ,OWID
Indonesia,IDN,1969,Oil,Consumption,76.334,EJ,OWID
Indonesia,IDN,1970,Oil,Consumption,80.993,EJ,OWID
Indonesia,IDN,1971,Oil,Consumption,83.944,EJ,OWID
Indonesia,IDN,1972,Oil,Consumption,90.784,EJ,OWID
Indonesia,IDN,1973,Oil,Consumption,108.375,EJ,OWID
Indonesia,IDN,1974,Oil,Consumption,113.22,EJ,OWID
Indonesia,IDN,1975,Oil,Consumption,129.848,EJ,OWID
Indonesia,IDN,1976,Oil,Consumption,139.897,EJ,OWID
Indonesia,IDN,1977,Oil,Consumption,164.958,EJ,OWID
Indonesia,IDN,1978,Oil,Consumption,185.917,EJ,OWID
Indonesia,IDN,1979,Oil,Consumption,202.276,EJ,OWID
Indonesia,IDN,1980,Oil,Consumption,227.564,EJ,OWID
Indonesia,IDN,1981,Oil,Consumption,249.523,EJ,OWID
Indonesia,IDN,1982,Oil,Consumption,259.334,EJ,OWID
Indonesia,IDN,1983,Oil,Consumption,253.853,EJ,OWID
Indonesia,IDN,1984,Oil,Consumption,273.572,EJ,OWID
Indonesia,IDN,1985,Oil,Consumption,268.883,EJ,OWID
Indonesia,IDN,1986,Oil,Consumption,275.736,EJ,OWID
Indonesia,IDN,1987,Oil,Consumption,285.61,EJ,OWID
Indonesia,IDN,1988,Oil,Consumption,300.383,EJ,OWID
Indonesia,IDN,1989,Oil,Consumption,318.608,EJ,OWID
Indonesia,IDN,1990,Oil,Consumption,366.263,EJ,OWID
Indonesia,IDN,1991,Oil,Consumption,390.092,EJ,OWID
Indonesia,IDN,1992,Oil,Consumption,420.51,EJ,OWID
Indonesia,IDN,1993,Oil,Consumption,448.465,EJ,OWID
Indonesia,IDN,1994,Oil,Consumption,443.341,EJ,OWID
Indonesia,IDN,1995,Oil,Consumption,490.82,EJ,OWID
Indonesia,IDN,1996,Oil,Consumption,527.91,EJ,OWID
Indonesia,IDN,1997,Oil,Consumption,584.765,EJ,OWID
Indonesia,IDN,1998,Oil,Consumption,557.096,EJ,OWID
Indonesia,IDN,1999,Oil,Consumption,583.229,EJ,OWID
Indonesia,IDN,2000,Oil,Consumption,637.634,EJ,OWID
Indonesia,IDN,2001,Oil,Consumption,659.754,EJ,OWID
Indonesia,IDN,2002,Oil,Consumption,663.047,EJ,OWID
Indonesia,IDN,2003,Oil,Consumption,683.08,EJ,OWID
Indonesia,IDN,2004,Oil,Consumption,721.008,EJ,OWID
Indonesia,IDN,2005,Oil,Consumption,720.295,EJ,OWID
Indonesia,IDN,2006,Oil,Consumption,693.567,EJ,OWID
Indonesia,IDN,2007,Oil,Consumption,731.705,EJ,OWID
Indonesia,IDN,2008,Oil,Consumption,746.456,EJ,OWID
Indonesia,IDN,2009,Oil,Consumption,750.034,EJ,OWID
Indonesia,IDN,2010,Oil,Consumption,793.82,EJ,OWID
Indonesia,IDN,2011,Oil,Consumption,850.977,EJ,OWID
Indonesia,IDN,2012,Oil,Consumption,894.812,EJ,OWID
Indonesia,IDN,2013,Oil,Consumption,865.009,EJ,OWID
Indonesia,IDN,2014,Oil,Consumption,861.46,EJ,OWID
Indonesia,IDN,2015,Oil,Consumption,822.097,EJ,OWID
Indonesia,IDN,2016,Oil,Consumption,792.951,EJ,OWID
Indonesia,IDN,2017,Oil,Consumption,850.332,EJ,OWID
Indonesia,IDN,2018,Oil,Consumption,877.219,EJ,OWID
Indonesia,IDN,2019,Oil,Consumption,855.103,EJ,OWID
Indonesia,IDN,2020,Oil,Consumption,753.212,EJ,OWID
Indonesia,IDN,2021,Oil,Consumption,786.714,EJ,OWID
Indonesia,IDN,2022,Oil,Consumption,858.073,EJ,OWID
Indonesia,IDN,2023,Oil,Consumption,857.437,EJ,OWID
Indonesia,IDN,2024,Oil,Consumption,878.984,EJ,OWID
Iran,IRN,1965,Oil,Consumption,81.94,EJ,OWID
Iran,IRN,1966,Oil,Consumption,89.685,EJ,OWID
Iran,IRN,1967,Oil,Consumption,99.205,EJ,OWID
Iran,IRN,1968,Oil,Consumption,109.472,EJ,OWID
Iran,IRN,1969,Oil,Consumption,119.566,EJ,OWID
Iran,IRN,1970,Oil,Consumption,129.196,EJ,OWID
Iran,IRN,1971,Oil,Consumption,141.647,EJ,OWID
Iran,IRN,1972,Oil,Consumption,157.659,EJ,OWID
Iran,IRN,1973,Oil,Consumption,189.242,EJ,OWID
Iran,IRN,1974,Oil,Consumption,219.959,EJ,OWID
Iran,IRN,1975,Oil,Consumption,257.92,EJ,OWID
